0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,0
8,1
9,0
10,0
11,0
12,0
13,0
14,1
15,1
16,0
17,0
18,1
19,0
20,1
21,0
22,0
23,1
24,1
25,1
26,0
27,0
28,0
29,0
30,1
31,1
32,0
33,1
34,0
35,0
36,1
37,1
38,1
39,1
40,1
41,1
42,0
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,0
55,1
56,1
57,0
58,1
59,0
60,1
61,1
62,1
63,0
64,1
65,0
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,0
75,0
76,1
77,1
78,0
79,1
80,1
81,0
82,1
83,1
84,0
85,0
86,0
87,1
88,0
89,1
90,0
91,1
92,0
93,1
94,0
95,1
96,1
97,0
98,0
99,0
100,1
101,1
102,1
103,0
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,0
116,1
117,1
118,1
119,1
120,0
121,0
122,1
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,1
131,0
132,1
133,0
134,0
135,1
136,1
137,1
138,1
139,0
140,1
141,0
142,1
143,0
144,1
145,0
146,0
147,1
148,0
149,0
150,1
151,0
152,1
153,1
154,1
155,1
156,1
157,0
158,1
159,0
160,0
161,0
162,1
163,0
164,1
165,0
166,1
167,1
168,1
169,0
170,1
171,1
172,0
173,1
174,1
175,0
176,1
177,0
178,0
179,0
180,1
181,1
182,1
183,1
184,1
185,1
186,1
187,0
188,0
189,0
190,1
191,1
192,0
193,1
194,0
195,0
196,1
197,1
198,1
199,0
200,1
201,0
202,0
203,0
204,1
205,1
206,0
207,1
208,1
209,1
210,1
211,1
212,1
213,1
214,0
215,0
216,1
217,1
218,0
219,0
220,0
221,1
222,0
223,1
224,1
225,0
226,0
227,1
228,0
229,1
230,0
231,0
232,1
233,1
234,1
235,1
236,1
237,1
238,0
239,1
240,1
241,1
242,0
243,0
244,1
245,0
246,1
247,0
248,0
249,1
250,1
251,1
252,0
253,1
254,1
255,1
256,1
257,0
258,0
259,1
260,1
261,0
262,0
263,0
264,1
265,0
266,1
267,0
268,1
269,1
270,1
271,0
272,1
273,0
274,1
275,1
276,1
277,0
278,0
279,1
280,1
281,0
282,1
283,0
284,0
285,0
286,1
287,1
288,1
289,0
290,1
291,0
292,1
293,1
294,1
295,1
296,1
297,0
298,1
299,0
300,1
301,0
302,0
303,1
304,0
305,1
306,1
307,0
308,0
309,1
310,0
311,0
312,1
313,1
314,1
315,0
316,1
317,0
318,1
319,1
320,0
321,1
322,0
323,0
324,1
325,1
326,0
327,1
328,1
329,1
330,1
331,0
332,1
333,0
334,0
335,1
336,1
337,1
338,1
339,0
340,0
341,0
342,1
343,1
344,1
345,0
346,1
347,1
348,1
349,0
350,1
351,0
352,1
353,1
354,1
355,0
356,1
357,1
358,1
359,0
360,0
361,1
362,0
363,0
364,0
365,1
366,0
367,1
368,0
369,1
370,1
371,1
372,1
373,1
374,0
375,0
376,1
377,0
378,1
379,1
380,0
381,0
382,1
383,1
384,0
385,1
386,0
387,1
388,1
389,1
390,1
391,1
392,1
393,0
394,1
395,1
396,1
397,0
398,0
399,0
